,diames,diasemana,mestexto,año,valor
2014-12-13,28,miércoles,abril,2021,8799.6
2014-12-14,29,jueves,abril,2021,8823.2
2014-12-15,30,viernes,abril,2021,8815.0
2014-12-16,3,lunes,mayo,2021,8893.7
2014-12-17,4,martes,mayo,2021,8830.4
2014-12-18,5,miércoles,mayo,2021,8967.8
2014-12-19,6,jueves,mayo,2021,8982.2
2014-12-20,7,viernes,mayo,2021,9059.2
2014-12-21,10,lunes,mayo,2021,9144.3
2014-12-22,11,martes,mayo,2021,8987.2
2014-12-23,12,miércoles,mayo,2021,9007.7
2014-12-24,13,jueves,mayo,2021,8966.2
2014-12-25,14,viernes,mayo,2021,9145.6
2014-12-26,17,lunes,mayo,2021,9155.6
2014-12-27,18,martes,mayo,2021,9183.9
2014-12-28,19,miércoles,mayo,2021,9070.7
2014-12-29,20,jueves,mayo,2021,9124.3
2014-12-30,21,viernes,mayo,2021,9204.0
2014-12-31,24,lunes,mayo,2021,9205.5
2015-01-01,25,martes,mayo,2021,9208.7
2015-01-02,26,miércoles,mayo,2021,9196.9
2015-01-03,27,jueves,mayo,2021,9186.1
2015-01-04,28,viernes,mayo,2021,9224.6
2015-01-05,31,lunes,mayo,2021,9148.9
2015-01-06,1,martes,junio,2021,9189.7
2015-01-07,2,miércoles,junio,2021,9180.7
2015-01-08,3,jueves,junio,2021,9142.4
2015-01-09,4,viernes,junio,2021,9088.3
2015-01-10,7,lunes,junio,2021,9163.6
2015-01-11,8,martes,junio,2021,9153.6
2015-01-12,9,miércoles,junio,2021,9156.1
2015-01-13,10,jueves,junio,2021,9133.8
2015-01-14,11,viernes,junio,2021,9205.0
2015-01-15,14,lunes,junio,2021,9281.1
2015-01-16,15,martes,junio,2021,9230.7
2015-01-17,16,miércoles,junio,2021,9202.2
2015-01-18,17,jueves,junio,2021,9195.9
2015-01-19,18,viernes,junio,2021,9030.6
2015-01-20,21,lunes,junio,2021,9051.7
2015-01-21,22,martes,junio,2021,9053.3
2015-01-22,23,miércoles,junio,2021,8954.1
2015-01-23,24,jueves,junio,2021,9074.1
2015-01-24,25,viernes,junio,2021,9095.0
2015-01-25,28,lunes,junio,2021,8913.7
2015-01-26,29,martes,junio,2021,8915.1
2015-01-27,30,miércoles,junio,2021,8821.2
2015-01-28,1,jueves,julio,2021,8932.3
2015-01-29,2,viernes,julio,2021,8907.6
2015-01-30,5,lunes,julio,2021,8946.4
2015-01-31,6,martes,julio,2021,8860.8
2015-02-01,7,miércoles,julio,2021,8854.5
2015-02-02,8,jueves,julio,2021,8650.1
2015-02-03,9,viernes,julio,2021,8776.6
2015-02-04,12,lunes,julio,2021,8816.7
2015-02-05,13,martes,julio,2021,8694.8
2015-02-06,14,miércoles,julio,2021,8658.3
2015-02-07,15,jueves,julio,2021,8527.0
2015-02-08,16,viernes,julio,2021,8506.2
2015-02-09,19,lunes,julio,2021,8301.7
2015-02-10,20,martes,julio,2021,8358.0
2015-02-11,21,miércoles,julio,2021,8567.0
2015-02-12,22,jueves,julio,2021,8621.8
2015-02-13,23,viernes,julio,2021,8717.2
2015-02-14,26,lunes,julio,2021,8775.2
2015-02-15,27,martes,julio,2021,8699.2
2015-02-16,28,miércoles,julio,2021,8733.7
2015-02-17,29,jueves,julio,2021,8786.3
2015-02-18,30,viernes,julio,2021,8675.7
2015-02-19,2,lunes,agosto,2021,8758.7
2015-02-20,3,martes,agosto,2021,8772.8
2015-02-21,4,miércoles,agosto,2021,8792.9
2015-02-22,5,jueves,agosto,2021,8836.5
2015-02-23,6,viernes,agosto,2021,8879.0
2015-02-24,9,lunes,agosto,2021,8865.9
2015-02-25,10,martes,agosto,2021,8899.0
2015-02-26,11,miércoles,agosto,2021,8975.8
2015-02-27,12,jueves,agosto,2021,8979.4
2015-02-28,13,viernes,agosto,2021,8999.8
2015-03-01,16,lunes,agosto,2021,8926.6
2015-03-02,17,martes,agosto,2021,8865.7
2015-03-03,18,miércoles,agosto,2021,8970.2
2015-03-04,19,jueves,agosto,2021,8902.2
2015-03-05,20,viernes,agosto,2021,8915.3
2015-03-06,23,lunes,agosto,2021,8968.1
2015-03-07,24,martes,agosto,2021,8948.6
2015-03-08,25,miércoles,agosto,2021,8977.4
2015-03-09,26,jueves,agosto,2021,8892.7
2015-03-10,27,viernes,agosto,2021,8922.2
2015-03-11,30,lunes,agosto,2021,8867.9
2015-03-12,31,martes,agosto,2021,8846.6
2015-03-13,1,miércoles,septiembre,2021,8991.5
2015-03-14,2,jueves,septiembre,2021,8981.4
2015-03-15,3,viernes,septiembre,2021,8864.0
2015-03-16,6,lunes,septiembre,2021,8882.3
2015-03-17,7,martes,septiembre,2021,8894.5
2015-03-18,8,miércoles,septiembre,2021,8838.7
2015-03-19,9,jueves,septiembre,2021,8800.6
2015-03-20,10,viernes,septiembre,2021,8695.3
2015-03-21,13,lunes,septiembre,2021,8816.1
2015-03-22,14,martes,septiembre,2021,8780.0
2015-03-23,15,miércoles,septiembre,2021,8635.4
2015-03-24,16,jueves,septiembre,2021,8733.7
2015-03-25,17,viernes,septiembre,2021,8760.9
2015-03-26,20,lunes,septiembre,2021,8655.4
2015-03-27,21,martes,septiembre,2021,8756.0
2015-03-28,22,miércoles,septiembre,2021,8808.4
2015-03-29,23,jueves,septiembre,2021,8876.9
2015-03-30,24,viernes,septiembre,2021,8873.1
2015-03-31,27,lunes,septiembre,2021,9002.9
2015-04-01,28,martes,septiembre,2021,8769.4
2015-04-02,29,miércoles,septiembre,2021,8879.4
2015-04-03,30,jueves,septiembre,2021,8796.3
2015-04-04,1,viernes,octubre,2021,8799.5
2015-04-05,4,lunes,octubre,2021,8791.7
2015-04-06,5,martes,octubre,2021,8927.4
2015-04-07,6,miércoles,octubre,2021,8775.0
2015-04-08,7,jueves,octubre,2021,8962.8
2015-04-09,8,viernes,octubre,2021,8955.0
2015-04-10,11,lunes,octubre,2021,8899.0
2015-04-11,12,martes,octubre,2021,8935.9
2015-04-12,13,miércoles,octubre,2021,8881.4
2015-04-13,14,jueves,octubre,2021,8925.0
2015-04-14,15,viernes,octubre,2021,8997.0
2015-04-15,18,lunes,octubre,2021,8936.0
2015-04-16,19,martes,octubre,2021,8996.3
2015-04-17,20,miércoles,octubre,2021,9017.9
2015-04-18,21,jueves,octubre,2021,8944.3
2015-04-19,22,viernes,octubre,2021,8906.4
2015-04-20,25,lunes,octubre,2021,8920.9
2015-04-21,26,martes,octubre,2021,9001.6
2015-04-22,27,miércoles,octubre,2021,8972.3
2015-04-23,28,jueves,octubre,2021,9025.8
2015-04-24,29,viernes,octubre,2021,9057.7
2015-04-25,1,lunes,noviembre,2021,9182.6
2015-04-26,2,martes,noviembre,2021,9105.7
2015-04-27,3,miércoles,noviembre,2021,9030.8
2015-04-28,4,jueves,noviembre,2021,9039.4
2015-04-29,5,viernes,noviembre,2021,9130.6
2015-04-30,8,lunes,noviembre,2021,9070.8
2015-05-01,9,martes,noviembre,2021,9074.9
2015-05-02,10,miércoles,noviembre,2021,9141.8
2015-05-03,11,jueves,noviembre,2021,9092.2
2015-05-04,12,viernes,noviembre,2021,9080.8
2015-05-05,15,lunes,noviembre,2021,9095.7
2015-05-06,16,martes,noviembre,2021,9040.2
2015-05-07,17,miércoles,noviembre,2021,8993.4
2015-05-08,18,jueves,noviembre,2021,8903.2
2015-05-09,19,viernes,noviembre,2021,8753.2
2015-05-10,22,lunes,noviembre,2021,8821.3
2015-05-11,23,martes,noviembre,2021,8815.1
2015-05-12,24,miércoles,noviembre,2021,8792.0
2015-05-13,25,jueves,noviembre,2021,8840.9
2015-05-14,26,viernes,noviembre,2021,8402.7
2015-05-15,29,lunes,noviembre,2021,8455.2
2015-05-16,30,martes,noviembre,2021,8305.1
2015-05-17,1,miércoles,diciembre,2021,8452.6
2015-05-18,2,jueves,diciembre,2021,8300.8
2015-05-19,3,viernes,diciembre,2021,8241.7
2015-05-20,6,lunes,diciembre,2021,8439.7
2015-05-21,7,martes,diciembre,2021,8559.5
2015-05-22,8,miércoles,diciembre,2021,8478.4
2015-05-23,9,jueves,diciembre,2021,8399.6
2015-05-24,10,viernes,diciembre,2021,8360.2
2015-05-25,13,lunes,diciembre,2021,8322.7
2015-05-26,14,martes,diciembre,2021,8378.5
2015-05-27,15,miércoles,diciembre,2021,8275.0
2015-05-28,16,jueves,diciembre,2021,8380.0
2015-05-29,17,viernes,diciembre,2021,8311.6
2015-05-30,20,lunes,diciembre,2021,8242.4
2015-05-31,21,martes,diciembre,2021,8387.5
2015-06-01,22,miércoles,diciembre,2021,8459.1
2015-06-02,23,jueves,diciembre,2021,8563.7
2015-06-04,27,lunes,diciembre,2021,8622.1
2015-06-05,28,martes,diciembre,2021,8688.9
2015-06-06,29,miércoles,diciembre,2021,8673.7
2015-06-07,30,jueves,diciembre,2021,8713.8
2015-06-09,3,lunes,enero,2022,8761.2
2015-06-10,4,martes,enero,2022,8795.8
2015-06-11,5,miércoles,enero,2022,8790.8
2015-06-12,6,jueves,enero,2022,8789.9
2015-06-13,7,viernes,enero,2022,8751.8
2015-06-14,10,lunes,enero,2022,8706.9
2015-06-15,11,martes,enero,2022,8755.9
2015-06-16,12,miércoles,enero,2022,8770.3
2015-06-17,13,jueves,enero,2022,8816.9
2015-06-18,14,viernes,enero,2022,8806.6
2015-06-19,17,lunes,enero,2022,8838.7
2015-06-20,18,martes,enero,2022,8781.6
2015-06-21,19,miércoles,enero,2022,8774.9
2015-06-22,20,jueves,enero,2022,8814.6
2015-06-23,21,viernes,enero,2022,8694.7
2015-06-24,24,lunes,enero,2022,8417.8
2015-06-25,25,martes,enero,2022,8479.5
2015-06-26,26,miércoles,enero,2022,8620.2
2015-06-27,27,jueves,enero,2022,8706.0
2015-06-28,28,viernes,enero,2022,8609.8
2015-06-29,31,lunes,enero,2022,8612.8
2015-06-30,1,martes,febrero,2022,8726.7
2015-07-01,2,miércoles,febrero,2022,8713.2
2015-07-02,3,jueves,febrero,2022,8689.4
2015-07-03,4,viernes,febrero,2022,8589.3
2015-07-04,7,lunes,febrero,2022,8558.4
2015-07-05,8,martes,febrero,2022,8674.6
2015-07-06,9,miércoles,febrero,2022,8846.4
2015-07-07,10,jueves,febrero,2022,8886.2
2015-07-08,11,viernes,febrero,2022,8798.1
2015-07-09,14,lunes,febrero,2022,8573.8
2015-07-10,15,martes,febrero,2022,8718.0
2015-07-11,16,miércoles,febrero,2022,8737.2
2015-07-12,17,jueves,febrero,2022,8671.1
2015-07-13,18,viernes,febrero,2022,8590.0
2015-07-14,21,lunes,febrero,2022,8488.9
2015-07-15,22,martes,febrero,2022,8493.2
2015-07-16,23,miércoles,febrero,2022,8440.1
2015-07-17,24,jueves,febrero,2022,8198.5
2015-07-18,25,viernes,febrero,2022,8486.6
2015-07-19,28,lunes,febrero,2022,8479.2
2015-07-20,1,martes,marzo,2022,8188.2
2015-07-21,2,miércoles,marzo,2022,8321.0
2015-07-22,3,jueves,marzo,2022,8011.4
2015-07-23,4,viernes,marzo,2022,7720.9
2015-07-24,7,lunes,marzo,2022,7644.6
2015-07-25,8,martes,marzo,2022,7783.4
2015-07-26,9,miércoles,marzo,2022,8163.1
2015-07-27,10,jueves,marzo,2022,8069.3
2015-07-28,11,viernes,marzo,2022,8142.1
2015-07-29,14,lunes,marzo,2022,8234.4
2015-07-30,15,martes,marzo,2022,8236.1
2015-07-31,16,miércoles,marzo,2022,8380.4
2015-08-01,17,jueves,marzo,2022,8412.0
2015-08-02,18,viernes,marzo,2022,8417.6
2015-08-03,21,lunes,marzo,2022,8389.2
2015-08-04,22,martes,marzo,2022,8487.2
2015-08-05,23,miércoles,marzo,2022,8328.4
2015-08-06,24,jueves,marzo,2022,8305.1
2015-08-07,25,viernes,marzo,2022,8330.6
2015-08-08,28,lunes,marzo,2022,8365.6
2015-08-09,29,martes,marzo,2022,8614.6
2015-08-10,30,miércoles,marzo,2022,8550.6
2015-08-11,31,jueves,marzo,2022,8445.1
2015-08-12,1,viernes,abril,2022,8503.7
2015-08-13,4,lunes,abril,2022,8520.8
2015-08-14,5,martes,abril,2022,8623.3
2015-08-15,6,miércoles,abril,2022,8482.1
2015-08-16,7,jueves,abril,2022,8467.4
2015-08-17,8,viernes,abril,2022,8606.4
2015-08-18,11,lunes,abril,2022,8585.0
2015-08-19,12,martes,abril,2022,8578.0
2015-08-20,13,miércoles,abril,2022,8617.8
2015-08-21,14,jueves,abril,2022,8699.0
2015-08-24,19,martes,abril,2022,8694.0
2015-08-25,20,miércoles,abril,2022,8769.5
2015-08-26,21,jueves,abril,2022,8814.6
2015-08-27,22,viernes,abril,2022,8652.3
2015-08-28,25,lunes,abril,2022,8574.6
2015-08-29,26,martes,abril,2022,8439.3
2015-08-30,27,miércoles,abril,2022,8477.7
2015-08-31,28,jueves,abril,2022,8512.2
2015-09-01,29,viernes,abril,2022,8584.2
2015-09-02,2,lunes,mayo,2022,8436.0
2015-09-03,3,martes,mayo,2022,8590.2
2015-09-04,4,miércoles,mayo,2022,8500.5
2015-09-05,5,jueves,mayo,2022,8434.7
2015-09-06,6,viernes,mayo,2022,8322.0
2015-09-07,9,lunes,mayo,2022,8139.2
2015-09-08,10,martes,mayo,2022,8139.2
2015-09-09,11,miércoles,mayo,2022,8312.6
2015-09-10,12,jueves,mayo,2022,8200.4
2015-09-11,13,viernes,mayo,2022,8338.1
2015-09-12,16,lunes,mayo,2022,8353.7
2015-09-13,17,martes,mayo,2022,8475.7
2015-09-14,18,miércoles,mayo,2022,8476.4
2015-09-15,19,jueves,mayo,2022,8406.0
2015-09-16,20,viernes,mayo,2022,8484.5
2015-09-17,23,lunes,mayo,2022,8625.8
2015-09-18,24,martes,mayo,2022,8631.2
2015-09-19,25,miércoles,mayo,2022,8760.2
2015-09-20,26,jueves,mayo,2022,8888.8
2015-09-21,27,viernes,mayo,2022,8933.6
2015-09-22,30,lunes,mayo,2022,8930.8
2015-09-23,31,martes,mayo,2022,8851.5
2015-09-24,1,miércoles,junio,2022,8747.2
2015-09-25,2,jueves,junio,2022,8744.1
2015-09-26,3,viernes,junio,2022,8724.8
2015-09-27,6,lunes,junio,2022,8836.3
2015-09-28,7,martes,junio,2022,8841.6
2015-09-29,8,miércoles,junio,2022,8842.7
2015-09-30,9,jueves,junio,2022,8711.2
2015-10-01,10,viernes,junio,2022,8390.6
2015-10-02,13,lunes,junio,2022,8183.3
2015-10-03,14,martes,junio,2022,8066.4
2015-10-04,15,miércoles,junio,2022,8174.7
2015-10-05,16,jueves,junio,2022,8078.1
2015-10-06,17,viernes,junio,2022,8145.9
2015-10-07,20,lunes,junio,2022,8286.0
2015-10-08,21,martes,junio,2022,8235.6
2015-10-09,22,miércoles,junio,2022,8145.4
2015-10-10,23,jueves,junio,2022,8106.4
2015-10-11,24,viernes,junio,2022,8244.1
2015-10-12,27,lunes,junio,2022,8242.6
2015-10-13,28,martes,junio,2022,8317.5
2015-10-14,29,miércoles,junio,2022,8188.0
2015-10-15,30,jueves,junio,2022,8098.7
2015-10-16,1,viernes,julio,2022,8176.1
2015-10-17,4,lunes,julio,2022,8161.8
2015-10-18,5,martes,julio,2022,7959.4
2015-10-19,6,miércoles,julio,2022,7948.6
2015-10-20,7,jueves,julio,2022,8122.5
2015-10-21,8,viernes,julio,2022,8100.3
2015-10-22,11,lunes,julio,2022,8065.2
2015-10-23,12,martes,julio,2022,8014.8
2015-10-24,13,miércoles,julio,2022,7944.9
2015-10-25,14,jueves,julio,2022,7804.3
2015-10-26,15,viernes,julio,2022,7945.9
2015-10-27,18,lunes,julio,2022,7963.1
2015-10-28,19,martes,julio,2022,8125.1
2015-10-29,20,miércoles,julio,2022,8028.9
2015-10-30,21,jueves,julio,2022,8012.7
2015-10-31,22,viernes,julio,2022,8051.6
2015-11-01,25,lunes,julio,2022,8085.6
2015-11-02,26,martes,julio,2022,8069.6
2015-11-03,27,miércoles,julio,2022,8124.4
2015-11-04,28,jueves,julio,2022,8084.9
2015-11-05,29,viernes,julio,2022,8156.2
2015-11-06,1,lunes,agosto,2022,8085.1
2015-11-07,2,martes,agosto,2022,8096.9
2015-11-08,3,miércoles,agosto,2022,8142.1
2015-11-09,4,jueves,agosto,2022,8161.1
2015-11-10,5,viernes,agosto,2022,8168.0
2015-11-11,8,lunes,agosto,2022,8272.5
2015-11-12,9,martes,agosto,2022,8311.9
2015-11-13,10,miércoles,agosto,2022,8352.8
2015-11-14,11,jueves,agosto,2022,8380.0
2015-11-15,12,viernes,agosto,2022,8400.4
2015-11-16,15,lunes,agosto,2022,8427.0
2015-11-17,16,martes,agosto,2022,8511.9
2015-11-18,17,miércoles,agosto,2022,8434.8
2015-11-19,18,jueves,agosto,2022,8430.3
2015-11-20,19,viernes,agosto,2022,8338.1
2015-11-21,22,lunes,agosto,2022,8284.8
2015-11-22,23,martes,agosto,2022,8226.3
2015-11-23,24,miércoles,agosto,2022,8199.4
2015-11-24,25,jueves,agosto,2022,8187.5
2015-11-25,26,viernes,agosto,2022,8063.9
2015-11-26,29,lunes,agosto,2022,7989.6
2015-11-27,30,martes,agosto,2022,7979.8
2015-11-28,31,miércoles,agosto,2022,7886.1
2015-11-29,1,jueves,septiembre,2022,7806.0
2015-11-30,2,viernes,septiembre,2022,7932.2
2015-12-01,5,lunes,septiembre,2022,7862.7
2015-12-02,6,martes,septiembre,2022,7842.2
2015-12-03,7,miércoles,septiembre,2022,7855.9
2015-12-04,8,jueves,septiembre,2022,7916.8
2015-12-05,9,viernes,septiembre,2022,8033.1
2015-12-06,12,lunes,septiembre,2022,8194.3
2015-12-07,13,martes,septiembre,2022,8064.0
2015-12-08,14,miércoles,septiembre,2022,8055.6
2015-12-09,15,jueves,septiembre,2022,8085.5
2015-12-10,16,viernes,septiembre,2022,7984.7
2015-12-11,19,lunes,septiembre,2022,7993.2
2015-12-12,20,martes,septiembre,2022,7873.1
2015-12-13,21,miércoles,septiembre,2022,7872.2
2015-12-14,22,jueves,septiembre,2022,7774.7
2015-12-15,23,viernes,septiembre,2022,7583.5
2015-12-16,26,lunes,septiembre,2022,7508.5
2015-12-17,27,martes,septiembre,2022,7445.7
2015-12-18,28,miércoles,septiembre,2022,7442.2
2015-12-19,29,jueves,septiembre,2022,7300.1
2015-12-20,30,viernes,septiembre,2022,7366.8
2015-12-21,3,lunes,octubre,2022,7462.0
2015-12-22,4,martes,octubre,2022,7696.6
2015-12-23,5,miércoles,octubre,2022,7579.9
2015-12-24,6,jueves,octubre,2022,7511.1
2015-12-25,7,viernes,octubre,2022,7436.9
2015-12-26,10,lunes,octubre,2022,7413.5
2015-12-27,11,martes,octubre,2022,7355.9
2015-12-28,12,miércoles,octubre,2022,7261.1
2015-12-29,13,jueves,octubre,2022,7348.8
2015-12-30,14,viernes,octubre,2022,7382.5
2015-12-31,17,lunes,octubre,2022,7557.1
2016-01-01,18,martes,octubre,2022,7611.3
2016-01-02,19,miércoles,octubre,2022,7583.6
2016-01-03,20,jueves,octubre,2022,7644.4
2016-01-04,21,viernes,octubre,2022,7545.6
2016-01-05,24,lunes,octubre,2022,7680.5
2016-01-06,25,martes,octubre,2022,7794.9
2016-01-07,26,miércoles,octubre,2022,7870.6
2016-01-08,27,jueves,octubre,2022,7921.1
2016-01-09,28,viernes,octubre,2022,7916.5
2016-01-10,31,lunes,octubre,2022,7956.5
2016-01-11,1,martes,noviembre,2022,7999.0
2016-01-12,2,miércoles,noviembre,2022,7968.6
2016-01-13,3,jueves,noviembre,2022,7868.9
2016-01-14,4,viernes,noviembre,2022,7942.7
2016-01-15,7,lunes,noviembre,2022,7962.3
2016-01-16,8,martes,noviembre,2022,7998.9
2016-01-17,9,miércoles,noviembre,2022,8040.4
2016-01-18,10,jueves,noviembre,2022,8133.2
2016-01-19,11,viernes,noviembre,2022,8098.1
2016-01-20,14,lunes,noviembre,2022,8166.5
2016-01-21,15,martes,noviembre,2022,8188.4
2016-01-22,16,miércoles,noviembre,2022,8101.4
2016-01-23,17,jueves,noviembre,2022,8040.7
2016-01-24,18,viernes,noviembre,2022,8127.8
2016-01-25,21,lunes,noviembre,2022,8188.4
2016-01-26,22,martes,noviembre,2022,8325.0
2016-01-27,23,miércoles,noviembre,2022,8331.2
2016-01-28,24,jueves,noviembre,2022,8388.1
2016-01-29,25,viernes,noviembre,2022,8416.6
2016-01-30,28,lunes,noviembre,2022,8323.2
2016-01-31,29,martes,noviembre,2022,8322.1
2016-02-01,30,miércoles,noviembre,2022,8363.2
2016-02-02,1,jueves,diciembre,2022,8407.9
2016-02-03,2,viernes,diciembre,2022,8382.6
2016-02-04,5,lunes,diciembre,2022,8370.1
2016-02-05,6,martes,diciembre,2022,8331.9
2016-02-06,7,miércoles,diciembre,2022,8290.5
2016-02-07,8,jueves,diciembre,2022,8225.2
2016-02-08,9,viernes,diciembre,2022,8289.2
2016-02-09,12,lunes,diciembre,2022,8258.9
2016-02-10,13,martes,diciembre,2022,8327.7
2016-02-11,14,miércoles,diciembre,2022,8360.6
2016-02-12,15,jueves,diciembre,2022,8218.8
2016-02-13,16,viernes,diciembre,2022,8112.5
2016-02-14,19,lunes,diciembre,2022,8136.8
2016-02-15,20,martes,diciembre,2022,8185.2
2016-02-16,21,miércoles,diciembre,2022,8302.3
2016-02-17,22,jueves,diciembre,2022,8272.1
2016-02-18,23,viernes,diciembre,2022,8269.1
2016-02-20,27,martes,diciembre,2022,8270.1
2016-02-21,28,miércoles,diciembre,2022,8258.5
2016-02-22,29,jueves,diciembre,2022,8318.3
2016-02-23,30,viernes,diciembre,2022,8229.1
2016-02-24,2,lunes,enero,2023,8369.7
2016-02-25,3,martes,enero,2023,8397.4
2016-02-26,4,miércoles,enero,2023,8559.8
2016-02-27,5,jueves,enero,2023,8607.6
2016-02-28,6,viernes,enero,2023,8701.1
2016-02-29,9,lunes,enero,2023,8694.9
2016-03-01,10,martes,enero,2023,8712.7
2016-03-02,11,miércoles,enero,2023,8726.3
2016-03-03,12,jueves,enero,2023,8828.1
2016-03-04,13,viernes,enero,2023,8881.7
2016-03-05,16,lunes,enero,2023,8871.1
2016-03-06,17,martes,enero,2023,8890.4
2016-03-07,18,miércoles,enero,2023,8933.3
2016-03-08,19,jueves,enero,2023,8793.1
2016-03-09,20,viernes,enero,2023,8918.2
2016-03-10,23,lunes,enero,2023,8944.1
2016-03-11,24,martes,enero,2023,8967.1
2016-03-12,25,miércoles,enero,2023,8957.5
2016-03-13,26,jueves,enero,2023,9035.6
2016-03-14,27,viernes,enero,2023,9060.2
2016-03-15,30,lunes,enero,2023,9049.3
2016-03-16,31,martes,enero,2023,9034.0
2016-03-17,1,miércoles,febrero,2023,9098.1
2016-03-18,2,jueves,febrero,2023,9229.7
2016-03-19,3,viernes,febrero,2023,9225.6
2016-03-20,6,lunes,febrero,2023,9159.2
2016-03-21,7,martes,febrero,2023,9172.4
2016-03-22,8,miércoles,febrero,2023,9227.3
2016-03-23,9,jueves,febrero,2023,9243.5
2016-03-24,10,viernes,febrero,2023,9117.4
2016-03-25,13,lunes,febrero,2023,9210.3
2016-03-26,14,martes,febrero,2023,9263.2
2016-03-27,15,miércoles,febrero,2023,9294.8
2016-03-28,16,jueves,febrero,2023,9327.3
2016-03-29,17,viernes,febrero,2023,9333.0
2016-03-30,20,lunes,febrero,2023,9281.3
2016-03-31,21,martes,febrero,2023,9252.1
2016-04-01,22,miércoles,febrero,2023,9172.7
2016-04-02,23,jueves,febrero,2023,9231.6
2016-04-03,24,viernes,febrero,2023,9201.5
2016-04-04,27,lunes,febrero,2023,9314.3
2016-04-05,28,martes,febrero,2023,9394.6
2016-04-06,1,miércoles,marzo,2023,9322.9
2016-04-07,2,jueves,marzo,2023,9327.3
2016-04-08,3,viernes,marzo,2023,9464.2
2016-04-09,6,lunes,marzo,2023,9511.0
2016-04-10,7,martes,marzo,2023,9411.1
2016-04-11,8,miércoles,marzo,2023,9466.1
2016-04-12,9,jueves,marzo,2023,9423.2
2016-04-13,10,viernes,marzo,2023,9285.0
2016-04-14,13,lunes,marzo,2023,8958.9
2016-04-15,14,martes,marzo,2023,9159.0
2016-04-16,15,miércoles,marzo,2023,8759.1
2016-04-17,16,jueves,marzo,2023,8890.2
2016-04-18,17,viernes,marzo,2023,8719.3
2016-04-19,20,lunes,marzo,2023,8833.1
2016-04-20,21,martes,marzo,2023,9049.4
2016-04-21,22,miércoles,marzo,2023,9009.3
2016-04-22,23,jueves,marzo,2023,8970.0
2016-04-23,24,viernes,marzo,2023,8792.5
2016-04-24,27,lunes,marzo,2023,8906.1
2016-04-25,28,martes,marzo,2023,8944.3
2016-04-26,29,miércoles,marzo,2023,9070.7
2016-04-27,30,jueves,marzo,2023,9207.1
2016-04-28,31,viernes,marzo,2023,9232.5
2016-04-29,3,lunes,abril,2023,9157.4
2016-04-30,4,martes,abril,2023,9183.2
2016-05-01,5,miércoles,abril,2023,9254.6
2016-05-02,6,jueves,abril,2023,9312.3
2016-05-05,11,martes,abril,2023,9237.7
2016-05-06,12,miércoles,abril,2023,9278.7
2016-05-07,13,jueves,abril,2023,9310.0
2016-05-08,14,viernes,abril,2023,9362.9
2016-05-09,17,lunes,abril,2023,9378.5
2016-05-10,18,martes,abril,2023,9421.9
2016-05-11,19,miércoles,abril,2023,9494.8
2016-05-12,20,jueves,abril,2023,9450.9
2016-05-13,21,viernes,abril,2023,9415.6
2016-05-14,24,lunes,abril,2023,9406.4
2016-05-15,25,martes,abril,2023,9290.3
2016-05-16,26,miércoles,abril,2023,9293.7
2016-05-17,27,jueves,abril,2023,9314.6
2016-05-18,28,viernes,abril,2023,9241.0
2016-05-20,2,martes,mayo,2023,9082.0
2016-05-21,3,miércoles,mayo,2023,9076.7
2016-05-22,4,jueves,mayo,2023,9043.6
2016-05-23,5,viernes,mayo,2023,9147.3
2016-05-24,8,lunes,mayo,2023,9211.3
2016-05-25,9,martes,mayo,2023,9183.2
2016-05-26,10,miércoles,mayo,2023,9167.7
2016-05-27,11,jueves,mayo,2023,9182.8
2016-05-28,12,viernes,mayo,2023,9234.1
2016-05-29,15,lunes,mayo,2023,9201.5
2016-05-30,16,martes,mayo,2023,9191.4
2016-05-31,17,miércoles,mayo,2023,9211.6
2016-06-01,18,jueves,mayo,2023,9213.1
2016-06-02,19,viernes,mayo,2023,9251.5
2016-06-03,22,lunes,mayo,2023,9305.0
2016-06-04,23,martes,mayo,2023,9267.0
2016-06-05,24,miércoles,mayo,2023,9163.5
2016-06-06,25,jueves,mayo,2023,9116.1
2016-06-07,26,viernes,mayo,2023,9191.1
2016-06-08,29,lunes,mayo,2023,9180.1
2016-06-09,30,martes,mayo,2023,9167.5
2016-06-10,31,miércoles,mayo,2023,9050.2
2016-06-11,1,jueves,junio,2023,9167.5
2016-06-12,2,viernes,junio,2023,9317.3
2016-06-13,5,lunes,junio,2023,9289.1
2016-06-14,6,martes,junio,2023,9310.8
2016-06-15,7,miércoles,junio,2023,9359.8
2016-06-16,8,jueves,junio,2023,9338.3
2016-06-17,9,viernes,junio,2023,9309.7
2016-06-18,12,lunes,junio,2023,9344.4
2016-06-19,13,martes,junio,2023,9333.7
2016-06-20,14,miércoles,junio,2023,9432.8
2016-06-21,15,jueves,junio,2023,9430.8
2016-06-22,16,viernes,junio,2023,9495.0
2016-06-23,19,lunes,junio,2023,9431.9
2016-06-24,20,martes,junio,2023,9439.8
2016-06-25,21,miércoles,junio,2023,9436.4
2016-06-26,22,jueves,junio,2023,9364.7
2016-06-27,23,viernes,junio,2023,9265.8
2016-06-28,26,lunes,junio,2023,9274.0
2016-06-29,27,martes,junio,2023,9393.0
2016-06-30,28,miércoles,junio,2023,9481.3
2016-07-01,29,jueves,junio,2023,9510.6
2016-07-02,30,viernes,junio,2023,9593.0
2016-07-03,3,lunes,julio,2023,9644.8
