,year,town,drivers_age,weight,power,car_age,claims
103566,2019.0,0.0,52.0,1520.0,143.0,0.0,0.0
720600,2018.0,1.0,56.0,1750.0,244.0,0.0,0.0
55249,2019.0,1.0,33.0,1020.0,118.0,0.0,0.0
683933,2018.0,1.0,58.0,1240.0,70.0,9.0,0.0
47006,2019.0,1.0,50.0,1060.0,61.0,2.0,0.0
482884,2019.0,0.0,24.0,1420.0,143.0,1.0,0.0
472866,2018.0,1.0,31.0,1380.0,191.0,6.0,0.0
428431,2019.0,1.0,29.0,1040.0,88.0,4.0,0.0
618601,2019.0,1.0,37.0,1920.0,171.0,3.0,0.0
843223,2019.0,1.0,47.0,1010.0,97.0,7.0,0.0
652813,2018.0,1.0,49.0,1130.0,102.0,4.0,0.0
6947,2018.0,0.0,52.0,1140.0,73.0,9.0,0.0
194327,2019.0,1.0,47.0,1480.0,190.0,2.0,0.0
295741,2018.0,1.0,72.0,1760.0,182.0,4.0,0.0
162658,2019.0,0.0,40.0,2080.0,308.0,10.0,0.0
744376,2018.0,-0.0,44.0,1090.0,97.0,1.0,0.0
984060,2019.0,1.0,60.0,960.0,92.0,10.0,0.0
496449,2018.0,1.0,54.0,1680.0,120.0,0.0,0.0
870459,2018.0,-0.0,24.0,1040.0,114.0,0.0,0.0
691993,2019.0,-0.0,63.0,1590.0,288.0,4.0,0.0
206963,2019.0,1.0,63.0,1590.0,188.0,14.0,0.0
688769,2019.0,1.0,44.0,1160.0,81.0,7.0,0.0
765215,2019.0,1.0,43.0,960.0,57.0,2.0,1.0
154901,2019.0,0.0,66.0,1310.0,108.0,11.0,0.0
128306,2019.0,1.0,47.0,1270.0,100.0,8.0,0.0
844739,2019.0,1.0,26.0,1460.0,113.0,2.0,0.0
624385,2019.0,0.0,23.0,1240.0,143.0,1.0,0.0
768031,2018.0,1.0,25.0,1430.0,154.0,2.0,0.0
94899,2019.0,1.0,28.0,1250.0,137.0,0.0,0.0
778594,2019.0,1.0,34.0,1230.0,73.0,2.0,0.0
983176,2018.0,1.0,48.0,1770.0,228.0,8.0,0.0
619021,2019.0,1.0,53.0,1200.0,149.0,15.0,0.0
65415,2018.0,1.0,52.0,1040.0,85.0,0.0,0.0
322234,2019.0,0.0,39.0,2100.0,227.0,1.0,0.0
431767,2018.0,0.0,58.0,1320.0,113.0,7.0,1.0
761427,2018.0,1.0,29.0,980.0,73.0,0.0,0.0
817584,2018.0,1.0,56.0,1740.0,195.0,1.0,0.0
422696,2019.0,1.0,52.0,1200.0,92.0,4.0,0.0
659187,2018.0,1.0,54.0,1100.0,73.0,1.0,0.0
692417,2019.0,1.0,46.0,1120.0,87.0,11.0,0.0
167244,2018.0,1.0,38.0,1050.0,74.0,1.0,1.0
915949,2019.0,-0.0,54.0,2520.0,268.0,1.0,0.0
362386,2018.0,1.0,68.0,1010.0,72.0,1.0,1.0
212866,2019.0,0.0,61.0,1580.0,226.0,1.0,0.0
708084,2019.0,0.0,27.0,1010.0,104.0,1.0,0.0
900027,2019.0,0.0,45.0,1730.0,157.0,6.0,0.0
38925,2018.0,1.0,61.0,1430.0,141.0,1.0,0.0
796100,2018.0,0.0,58.0,1190.0,149.0,9.0,0.0
990609,2019.0,1.0,54.0,1130.0,83.0,5.0,0.0
960223,2019.0,1.0,36.0,1590.0,163.0,5.0,0.0
787698,2019.0,0.0,41.0,1370.0,63.0,5.0,0.0
659851,2019.0,-0.0,37.0,1020.0,83.0,1.0,0.0
512950,2018.0,1.0,37.0,1510.0,137.0,1.0,0.0
125555,2019.0,0.0,31.0,1610.0,130.0,4.0,0.0
808512,2019.0,0.0,57.0,1220.0,100.0,7.0,0.0
590732,2019.0,0.0,31.0,1120.0,110.0,3.0,0.0
548260,2018.0,1.0,62.0,1290.0,151.0,10.0,0.0
824352,2019.0,1.0,49.0,1040.0,122.0,6.0,0.0
95837,2019.0,-0.0,49.0,1720.0,148.0,3.0,0.0
138554,2019.0,1.0,30.0,1350.0,189.0,1.0,0.0
311989,2019.0,1.0,56.0,1230.0,121.0,3.0,0.0
341937,2019.0,1.0,32.0,1510.0,166.0,2.0,1.0
447483,2018.0,0.0,39.0,1690.0,172.0,15.0,0.0
804883,2019.0,-0.0,67.0,1210.0,123.0,3.0,0.0
348971,2018.0,1.0,30.0,1130.0,122.0,5.0,0.0
186185,2019.0,1.0,49.0,1850.0,92.0,7.0,0.0
762170,2019.0,1.0,36.0,1490.0,176.0,0.0,0.0
528904,2019.0,0.0,50.0,1640.0,217.0,2.0,0.0
535244,2018.0,1.0,37.0,1130.0,101.0,9.0,0.0
887882,2019.0,1.0,33.0,1290.0,100.0,1.0,0.0
527740,2019.0,1.0,29.0,1100.0,80.0,4.0,0.0
492055,2018.0,1.0,26.0,1490.0,160.0,6.0,0.0
699312,2019.0,-0.0,62.0,1010.0,121.0,10.0,0.0
625330,2019.0,1.0,28.0,1400.0,161.0,3.0,0.0
393515,2019.0,1.0,29.0,1210.0,146.0,2.0,0.0
795907,2018.0,0.0,49.0,1290.0,218.0,1.0,0.0
687618,2019.0,0.0,50.0,1120.0,61.0,2.0,0.0
351270,2019.0,1.0,43.0,1310.0,196.0,4.0,0.0
343780,2018.0,0.0,47.0,990.0,111.0,2.0,0.0
102663,2019.0,-0.0,52.0,1180.0,74.0,4.0,0.0
88395,2018.0,1.0,60.0,1270.0,118.0,5.0,0.0
323449,2019.0,-0.0,30.0,1080.0,78.0,1.0,0.0
482015,2019.0,0.0,42.0,1800.0,108.0,0.0,0.0
88590,2019.0,1.0,38.0,2030.0,165.0,1.0,1.0
782324,2019.0,1.0,63.0,1410.0,99.0,3.0,1.0
914654,2019.0,1.0,39.0,1450.0,156.0,12.0,0.0
776962,2019.0,0.0,50.0,1030.0,80.0,5.0,0.0
874240,2018.0,1.0,27.0,1260.0,138.0,2.0,0.0
856038,2019.0,1.0,50.0,960.0,58.0,3.0,0.0
846290,2018.0,1.0,23.0,1050.0,53.0,1.0,1.0
993516,2019.0,0.0,48.0,1480.0,145.0,2.0,0.0
429680,2019.0,0.0,22.0,1070.0,61.0,4.0,0.0
816900,2018.0,1.0,31.0,1430.0,90.0,2.0,1.0
534627,2019.0,1.0,19.0,1120.0,72.0,0.0,0.0
565542,2018.0,0.0,47.0,1080.0,119.0,12.0,0.0
622094,2018.0,0.0,55.0,2080.0,198.0,4.0,0.0
433423,2019.0,-0.0,46.0,1380.0,90.0,3.0,0.0
823505,2018.0,1.0,60.0,1970.0,239.0,17.0,0.0
464285,2019.0,0.0,42.0,970.0,63.0,6.0,0.0
248671,2018.0,0.0,41.0,1270.0,172.0,7.0,0.0
9680,2018.0,0.0,31.0,1400.0,151.0,3.0,0.0
658646,2019.0,1.0,56.0,1230.0,122.0,3.0,0.0
625708,2019.0,-0.0,23.0,1590.0,160.0,0.0,0.0
576848,2019.0,0.0,47.0,1170.0,68.0,2.0,0.0
602889,2019.0,1.0,23.0,1670.0,178.0,8.0,1.0
652877,2018.0,0.0,46.0,1040.0,87.0,1.0,0.0
951727,2019.0,0.0,55.0,1020.0,82.0,3.0,0.0
584855,2019.0,1.0,49.0,1130.0,64.0,3.0,0.0
583369,2018.0,0.0,22.0,990.0,59.0,1.0,0.0
400876,2018.0,1.0,27.0,1240.0,126.0,3.0,0.0
278876,2018.0,0.0,71.0,1380.0,99.0,7.0,0.0
830331,2019.0,1.0,39.0,1720.0,69.0,0.0,0.0
947955,2018.0,0.0,20.0,1140.0,127.0,0.0,0.0
310284,2019.0,1.0,45.0,1130.0,106.0,8.0,0.0
603063,2019.0,-0.0,58.0,1320.0,112.0,2.0,0.0
181805,2019.0,0.0,30.0,1010.0,59.0,2.0,0.0
781047,2018.0,-0.0,69.0,1960.0,258.0,0.0,0.0
246078,2018.0,-0.0,49.0,1050.0,79.0,0.0,0.0
550746,2018.0,1.0,54.0,1570.0,225.0,12.0,0.0
980566,2019.0,-0.0,51.0,1060.0,51.0,0.0,0.0
315709,2019.0,-0.0,41.0,1300.0,141.0,1.0,1.0
769933,2018.0,1.0,26.0,1380.0,236.0,4.0,0.0
43735,2018.0,0.0,74.0,1120.0,103.0,4.0,0.0
244062,2019.0,1.0,43.0,960.0,71.0,2.0,0.0
446378,2018.0,0.0,35.0,2070.0,197.0,11.0,0.0
847831,2018.0,1.0,41.0,1040.0,62.0,6.0,0.0
653376,2019.0,1.0,26.0,1250.0,101.0,4.0,1.0
718680,2019.0,0.0,39.0,1220.0,108.0,6.0,0.0
259578,2019.0,0.0,38.0,1060.0,80.0,2.0,0.0
371842,2018.0,1.0,29.0,1360.0,213.0,6.0,0.0
6228,2019.0,0.0,42.0,1250.0,85.0,1.0,0.0
512243,2018.0,1.0,45.0,1660.0,217.0,5.0,1.0
602534,2019.0,1.0,63.0,950.0,53.0,9.0,0.0
576146,2019.0,0.0,40.0,1050.0,104.0,5.0,0.0
821716,2018.0,0.0,79.0,1080.0,83.0,12.0,0.0
515830,2018.0,0.0,73.0,1630.0,193.0,2.0,0.0
142328,2019.0,1.0,38.0,1320.0,133.0,13.0,0.0
604376,2019.0,0.0,45.0,1050.0,129.0,6.0,0.0
851918,2019.0,1.0,50.0,1010.0,58.0,18.0,0.0
308726,2018.0,0.0,22.0,1330.0,181.0,4.0,0.0
700457,2019.0,0.0,50.0,1250.0,133.0,2.0,0.0
876930,2018.0,1.0,45.0,1500.0,149.0,5.0,0.0
622818,2018.0,1.0,68.0,1290.0,93.0,9.0,0.0
576128,2019.0,0.0,74.0,1220.0,88.0,11.0,0.0
628251,2018.0,0.0,51.0,1580.0,126.0,1.0,0.0
294166,2019.0,0.0,29.0,1550.0,140.0,0.0,0.0
201520,2019.0,1.0,77.0,1140.0,126.0,10.0,1.0
892689,2019.0,0.0,55.0,1120.0,66.0,3.0,0.0
286995,2019.0,1.0,41.0,980.0,64.0,5.0,0.0
912105,2019.0,1.0,40.0,1030.0,75.0,0.0,0.0
549569,2019.0,1.0,39.0,1920.0,163.0,1.0,0.0
750085,2019.0,0.0,53.0,1650.0,153.0,2.0,0.0
443574,2018.0,1.0,44.0,1050.0,84.0,0.0,0.0
583601,2019.0,1.0,22.0,1120.0,90.0,0.0,0.0
496434,2018.0,0.0,56.0,1430.0,145.0,2.0,0.0
444963,2018.0,0.0,50.0,1510.0,176.0,1.0,0.0
34147,2019.0,0.0,33.0,1260.0,151.0,1.0,0.0
108601,2019.0,0.0,39.0,1150.0,120.0,2.0,0.0
928214,2018.0,0.0,28.0,1460.0,108.0,0.0,0.0
40424,2018.0,1.0,38.0,1130.0,155.0,2.0,0.0
24128,2018.0,-0.0,46.0,1650.0,212.0,11.0,0.0
663052,2019.0,1.0,46.0,1370.0,87.0,5.0,0.0
939617,2019.0,0.0,54.0,1650.0,152.0,3.0,1.0
707143,2019.0,1.0,57.0,1130.0,154.0,9.0,0.0
521236,2018.0,1.0,36.0,1820.0,88.0,1.0,0.0
9079,2019.0,1.0,39.0,1000.0,64.0,3.0,0.0
778201,2018.0,1.0,40.0,1130.0,126.0,7.0,0.0
417545,2019.0,1.0,67.0,1670.0,185.0,3.0,0.0
765944,2019.0,1.0,34.0,1750.0,192.0,2.0,0.0
446275,2019.0,0.0,47.0,1890.0,99.0,1.0,0.0
791607,2018.0,1.0,81.0,1090.0,61.0,4.0,0.0
379176,2018.0,0.0,61.0,1250.0,169.0,10.0,0.0
545221,2018.0,1.0,50.0,1680.0,137.0,1.0,0.0
696284,2019.0,0.0,37.0,1520.0,142.0,6.0,1.0
756925,2018.0,1.0,39.0,1770.0,220.0,3.0,0.0
366053,2019.0,1.0,23.0,1500.0,70.0,4.0,0.0
136383,2018.0,1.0,34.0,1130.0,148.0,1.0,0.0
712797,2019.0,0.0,46.0,1100.0,98.0,5.0,0.0
156346,2019.0,1.0,64.0,1340.0,133.0,3.0,1.0
337976,2019.0,1.0,49.0,1470.0,209.0,8.0,0.0
543223,2019.0,0.0,77.0,1690.0,224.0,4.0,0.0
371704,2018.0,1.0,34.0,1090.0,69.0,4.0,0.0
552775,2018.0,0.0,65.0,960.0,56.0,2.0,0.0
6909,2019.0,0.0,48.0,980.0,75.0,0.0,1.0
353833,2018.0,1.0,39.0,1070.0,126.0,1.0,0.0
515210,2018.0,-0.0,38.0,1670.0,193.0,6.0,1.0
943041,2018.0,0.0,72.0,1280.0,155.0,4.0,0.0
862109,2018.0,0.0,51.0,1000.0,101.0,1.0,0.0
275010,2019.0,1.0,31.0,1020.0,96.0,2.0,0.0
754433,2019.0,0.0,43.0,1180.0,67.0,1.0,0.0
773615,2019.0,1.0,52.0,1190.0,104.0,7.0,0.0
478974,2018.0,1.0,70.0,1130.0,112.0,8.0,0.0
635064,2018.0,1.0,59.0,1650.0,165.0,1.0,2.0
864235,2019.0,-0.0,57.0,1350.0,105.0,4.0,0.0
200484,2019.0,0.0,27.0,1300.0,122.0,6.0,0.0
80768,2018.0,1.0,27.0,1660.0,172.0,0.0,1.0
275380,2018.0,0.0,27.0,1320.0,107.0,5.0,0.0
179607,2019.0,-0.0,33.0,1120.0,93.0,2.0,0.0
769736,2018.0,0.0,58.0,1030.0,79.0,3.0,0.0
295883,2019.0,1.0,40.0,1380.0,155.0,6.0,0.0
168765,2019.0,1.0,38.0,1020.0,125.0,6.0,0.0
602798,2019.0,1.0,56.0,1860.0,110.0,12.0,0.0
149651,2018.0,1.0,57.0,980.0,94.0,12.0,0.0
387259,2019.0,1.0,45.0,1230.0,129.0,6.0,0.0
201169,2019.0,1.0,31.0,1120.0,89.0,1.0,0.0
612892,2018.0,1.0,33.0,1570.0,188.0,13.0,0.0
881176,2018.0,1.0,61.0,1140.0,95.0,0.0,0.0
475028,2019.0,-0.0,31.0,970.0,86.0,3.0,0.0
69280,2019.0,0.0,79.0,1120.0,85.0,8.0,0.0
608922,2018.0,0.0,33.0,1330.0,154.0,7.0,0.0
779330,2018.0,0.0,51.0,1400.0,151.0,4.0,0.0
220439,2019.0,1.0,59.0,1530.0,186.0,2.0,0.0
765242,2019.0,0.0,42.0,990.0,86.0,9.0,0.0
216263,2018.0,1.0,46.0,1300.0,140.0,1.0,0.0
608883,2019.0,0.0,61.0,1570.0,154.0,4.0,0.0
744485,2019.0,1.0,44.0,1310.0,100.0,1.0,2.0
190039,2019.0,1.0,38.0,2000.0,187.0,2.0,0.0
654158,2019.0,1.0,45.0,1180.0,124.0,2.0,0.0
299276,2019.0,1.0,42.0,1570.0,106.0,1.0,0.0
452310,2018.0,0.0,50.0,1390.0,182.0,2.0,0.0
982392,2019.0,0.0,54.0,1280.0,94.0,5.0,0.0
231230,2018.0,0.0,51.0,1300.0,120.0,11.0,0.0
882609,2018.0,0.0,37.0,1430.0,120.0,1.0,0.0
203707,2018.0,1.0,54.0,990.0,115.0,5.0,0.0
837184,2019.0,0.0,63.0,1150.0,113.0,1.0,0.0
568557,2018.0,0.0,73.0,1950.0,304.0,13.0,0.0
255454,2019.0,1.0,33.0,1840.0,180.0,0.0,0.0
653377,2018.0,-0.0,45.0,950.0,96.0,1.0,0.0
219488,2019.0,1.0,74.0,1030.0,146.0,7.0,0.0
453819,2019.0,1.0,26.0,1730.0,127.0,2.0,0.0
366906,2018.0,1.0,42.0,1730.0,206.0,3.0,0.0
154206,2019.0,0.0,49.0,980.0,119.0,3.0,0.0
722549,2019.0,1.0,67.0,1000.0,108.0,8.0,0.0
346138,2018.0,0.0,41.0,1130.0,99.0,6.0,0.0
898647,2019.0,1.0,40.0,1010.0,73.0,1.0,0.0
77244,2018.0,1.0,31.0,1490.0,166.0,3.0,0.0
135595,2019.0,1.0,24.0,990.0,57.0,5.0,0.0
23212,2018.0,1.0,51.0,970.0,69.0,2.0,0.0
156034,2019.0,1.0,40.0,1430.0,175.0,1.0,0.0
142309,2018.0,1.0,36.0,1430.0,152.0,1.0,0.0
650246,2019.0,0.0,51.0,1040.0,100.0,0.0,0.0
325493,2019.0,1.0,34.0,1620.0,158.0,3.0,0.0
413418,2018.0,1.0,44.0,980.0,64.0,2.0,0.0
30754,2019.0,0.0,69.0,1080.0,122.0,6.0,0.0
92933,2019.0,0.0,69.0,1950.0,127.0,8.0,0.0
908542,2019.0,-0.0,50.0,970.0,76.0,6.0,0.0
57349,2018.0,1.0,62.0,1700.0,138.0,3.0,0.0
907216,2019.0,1.0,36.0,980.0,64.0,2.0,0.0
596825,2019.0,1.0,48.0,1100.0,85.0,0.0,0.0
132195,2019.0,0.0,65.0,1640.0,164.0,8.0,0.0
669572,2018.0,1.0,19.0,1040.0,83.0,0.0,0.0
829708,2019.0,1.0,31.0,1430.0,136.0,6.0,1.0
686028,2019.0,1.0,69.0,980.0,97.0,8.0,0.0
564609,2018.0,1.0,37.0,1040.0,73.0,0.0,0.0
644634,2018.0,0.0,58.0,1540.0,232.0,10.0,0.0
976905,2018.0,1.0,33.0,1720.0,179.0,2.0,0.0
94358,2019.0,0.0,49.0,970.0,67.0,1.0,0.0
119234,2019.0,1.0,41.0,1280.0,154.0,0.0,0.0
860209,2019.0,1.0,47.0,1280.0,111.0,1.0,1.0
447311,2018.0,0.0,78.0,1250.0,185.0,2.0,0.0
36144,2019.0,0.0,66.0,1090.0,133.0,4.0,0.0
399335,2019.0,0.0,44.0,1090.0,93.0,3.0,0.0
151409,2018.0,1.0,27.0,1120.0,72.0,0.0,0.0
638150,2018.0,1.0,42.0,1040.0,110.0,4.0,0.0
195702,2018.0,0.0,50.0,1670.0,153.0,5.0,0.0
897756,2018.0,0.0,49.0,1190.0,105.0,6.0,0.0
671684,2018.0,1.0,65.0,1830.0,130.0,3.0,0.0
672764,2018.0,1.0,28.0,1220.0,126.0,1.0,0.0
209329,2019.0,1.0,46.0,1090.0,63.0,4.0,0.0
395328,2019.0,1.0,49.0,1630.0,211.0,8.0,0.0
411246,2018.0,0.0,28.0,990.0,74.0,1.0,1.0
51878,2018.0,1.0,26.0,1100.0,137.0,1.0,0.0
347817,2019.0,0.0,60.0,1090.0,66.0,3.0,0.0
726956,2019.0,-0.0,41.0,1400.0,93.0,5.0,0.0
919722,2019.0,1.0,62.0,1030.0,103.0,10.0,0.0
928098,2018.0,0.0,58.0,1150.0,98.0,6.0,1.0
942545,2018.0,1.0,65.0,1120.0,60.0,2.0,0.0
989905,2019.0,-0.0,32.0,1400.0,191.0,2.0,0.0
42244,2019.0,1.0,66.0,1170.0,193.0,12.0,0.0
39278,2019.0,0.0,46.0,1040.0,97.0,0.0,0.0
701912,2018.0,0.0,54.0,1370.0,141.0,3.0,0.0
776256,2018.0,0.0,44.0,960.0,63.0,8.0,0.0
510773,2019.0,1.0,25.0,1080.0,73.0,4.0,0.0
855867,2018.0,0.0,47.0,990.0,62.0,0.0,0.0
186487,2018.0,1.0,26.0,1390.0,226.0,12.0,0.0
154281,2019.0,1.0,51.0,1530.0,134.0,2.0,0.0
531648,2018.0,1.0,63.0,1170.0,109.0,7.0,0.0
264264,2019.0,1.0,69.0,1570.0,175.0,1.0,0.0
789549,2018.0,1.0,43.0,1750.0,109.0,0.0,0.0
261832,2018.0,0.0,42.0,1240.0,83.0,1.0,0.0
477666,2018.0,0.0,58.0,1950.0,232.0,1.0,1.0
103281,2018.0,1.0,51.0,1410.0,119.0,2.0,0.0
255164,2018.0,1.0,59.0,1230.0,121.0,4.0,0.0
540253,2019.0,1.0,53.0,1460.0,167.0,1.0,1.0
822135,2018.0,1.0,37.0,1030.0,118.0,0.0,0.0
701918,2018.0,1.0,31.0,1050.0,137.0,4.0,0.0
473262,2019.0,1.0,43.0,1350.0,197.0,4.0,0.0
900234,2018.0,-0.0,42.0,1340.0,78.0,3.0,0.0
694435,2019.0,0.0,32.0,1440.0,275.0,5.0,0.0
873977,2018.0,1.0,27.0,1410.0,125.0,7.0,0.0
663815,2019.0,1.0,34.0,1040.0,60.0,3.0,0.0
283061,2018.0,1.0,59.0,1250.0,77.0,1.0,0.0
27611,2018.0,-0.0,67.0,1570.0,183.0,6.0,0.0
120593,2018.0,0.0,41.0,1580.0,159.0,8.0,0.0
86252,2018.0,-0.0,35.0,1090.0,90.0,0.0,0.0
518777,2019.0,1.0,32.0,1480.0,134.0,0.0,0.0
117968,2019.0,0.0,38.0,1090.0,84.0,9.0,0.0
409306,2018.0,-0.0,51.0,1420.0,167.0,2.0,0.0
584635,2019.0,-0.0,40.0,1620.0,216.0,2.0,0.0
79418,2019.0,0.0,52.0,1890.0,166.0,2.0,0.0
659634,2019.0,-0.0,45.0,1350.0,91.0,2.0,0.0
235768,2018.0,1.0,27.0,2030.0,141.0,6.0,0.0
750658,2018.0,0.0,25.0,1010.0,122.0,1.0,0.0
135056,2019.0,-0.0,45.0,2060.0,212.0,1.0,0.0
272129,2018.0,1.0,54.0,1190.0,73.0,3.0,0.0
533522,2018.0,1.0,58.0,1110.0,133.0,11.0,0.0
225318,2018.0,1.0,30.0,960.0,51.0,0.0,1.0
649901,2019.0,-0.0,57.0,1340.0,131.0,0.0,0.0
952134,2019.0,0.0,50.0,2240.0,135.0,1.0,0.0
337878,2018.0,1.0,76.0,1040.0,106.0,3.0,0.0
460026,2018.0,0.0,56.0,1020.0,68.0,0.0,0.0
529017,2018.0,1.0,50.0,1100.0,99.0,1.0,0.0
514070,2018.0,0.0,34.0,1340.0,103.0,0.0,0.0
123232,2019.0,-0.0,61.0,1710.0,118.0,6.0,0.0
215551,2018.0,1.0,32.0,1250.0,59.0,2.0,0.0
126322,2018.0,1.0,46.0,1340.0,132.0,10.0,0.0
655492,2018.0,0.0,35.0,1010.0,76.0,9.0,0.0
652563,2018.0,1.0,61.0,1150.0,107.0,11.0,0.0
358751,2018.0,1.0,48.0,1250.0,147.0,1.0,0.0
400522,2019.0,1.0,49.0,1430.0,110.0,4.0,0.0
656257,2019.0,0.0,50.0,1020.0,56.0,1.0,0.0
843785,2018.0,0.0,46.0,1090.0,132.0,1.0,0.0
825747,2019.0,0.0,32.0,1030.0,126.0,1.0,0.0
759372,2019.0,1.0,44.0,1130.0,84.0,2.0,1.0
84727,2018.0,-0.0,66.0,1090.0,103.0,5.0,0.0
100258,2019.0,0.0,74.0,1520.0,179.0,12.0,1.0
609240,2018.0,0.0,57.0,1450.0,162.0,5.0,1.0
742094,2019.0,0.0,57.0,1170.0,119.0,7.0,0.0
804813,2019.0,-0.0,46.0,1410.0,145.0,3.0,0.0
535492,2019.0,1.0,45.0,1070.0,74.0,0.0,0.0
404958,2019.0,1.0,37.0,1420.0,109.0,1.0,0.0
645258,2018.0,1.0,43.0,1760.0,170.0,4.0,0.0
560163,2018.0,0.0,26.0,1950.0,203.0,4.0,0.0
603496,2019.0,1.0,30.0,1030.0,96.0,6.0,0.0
395573,2018.0,1.0,39.0,1160.0,113.0,2.0,0.0
376851,2019.0,1.0,41.0,1120.0,119.0,3.0,0.0
614965,2019.0,-0.0,41.0,1640.0,116.0,2.0,0.0
122599,2018.0,1.0,36.0,1030.0,61.0,11.0,0.0
557425,2019.0,1.0,44.0,1400.0,122.0,4.0,0.0
789946,2018.0,1.0,66.0,1550.0,124.0,2.0,0.0
483857,2019.0,0.0,48.0,1000.0,79.0,5.0,0.0
650465,2019.0,1.0,29.0,1620.0,188.0,9.0,0.0
963548,2018.0,1.0,48.0,1650.0,140.0,3.0,0.0
477089,2018.0,1.0,58.0,980.0,58.0,1.0,0.0
31643,2018.0,-0.0,65.0,1250.0,70.0,1.0,0.0
229927,2018.0,-0.0,53.0,1450.0,102.0,4.0,0.0
393445,2018.0,1.0,55.0,1420.0,129.0,3.0,0.0
425219,2019.0,0.0,72.0,1080.0,72.0,1.0,0.0
295776,2019.0,0.0,76.0,1770.0,209.0,12.0,1.0
304893,2018.0,1.0,32.0,1020.0,102.0,5.0,0.0
736923,2019.0,1.0,26.0,1010.0,69.0,3.0,1.0
474386,2019.0,1.0,57.0,2250.0,206.0,3.0,0.0
503055,2018.0,1.0,24.0,1110.0,204.0,0.0,0.0
122793,2018.0,1.0,65.0,1450.0,122.0,12.0,0.0
693682,2019.0,-0.0,57.0,1350.0,121.0,4.0,0.0
437919,2019.0,0.0,29.0,1010.0,70.0,2.0,0.0
685491,2018.0,0.0,24.0,1050.0,91.0,2.0,0.0
749436,2019.0,-0.0,73.0,1180.0,70.0,5.0,0.0
561016,2018.0,1.0,30.0,1760.0,151.0,2.0,0.0
832460,2018.0,1.0,61.0,1230.0,87.0,0.0,0.0
944459,2019.0,1.0,29.0,1540.0,219.0,4.0,0.0
700962,2019.0,1.0,32.0,1060.0,77.0,0.0,0.0
896887,2019.0,1.0,26.0,1400.0,88.0,0.0,0.0
178595,2019.0,1.0,64.0,1560.0,117.0,5.0,0.0
830459,2018.0,1.0,65.0,1360.0,80.0,6.0,0.0
354351,2019.0,0.0,35.0,1180.0,130.0,2.0,0.0
652134,2018.0,0.0,43.0,1030.0,94.0,8.0,0.0
96159,2018.0,1.0,53.0,1530.0,146.0,1.0,0.0
244260,2019.0,1.0,57.0,1050.0,85.0,4.0,0.0
582042,2018.0,1.0,53.0,1180.0,82.0,10.0,0.0
555189,2018.0,0.0,68.0,1430.0,70.0,2.0,0.0
311579,2019.0,0.0,42.0,1270.0,150.0,10.0,0.0
812673,2018.0,0.0,45.0,1320.0,132.0,15.0,0.0
377790,2019.0,0.0,76.0,1460.0,130.0,5.0,1.0
534608,2018.0,1.0,72.0,1040.0,84.0,4.0,0.0
108196,2019.0,1.0,29.0,1030.0,105.0,3.0,0.0
273434,2019.0,1.0,36.0,1170.0,63.0,2.0,0.0
876541,2019.0,1.0,63.0,1450.0,173.0,8.0,0.0
339973,2019.0,1.0,61.0,1350.0,125.0,9.0,0.0
691209,2019.0,1.0,26.0,1800.0,242.0,1.0,0.0
67485,2018.0,0.0,49.0,1220.0,171.0,0.0,0.0
474509,2019.0,1.0,51.0,1060.0,67.0,2.0,0.0
605289,2018.0,1.0,48.0,1470.0,110.0,3.0,0.0
796155,2018.0,1.0,65.0,1220.0,155.0,7.0,0.0
284076,2018.0,1.0,38.0,970.0,61.0,7.0,0.0
485526,2019.0,1.0,49.0,1010.0,150.0,2.0,0.0
400793,2019.0,1.0,36.0,1270.0,94.0,2.0,0.0
134584,2018.0,0.0,29.0,1460.0,136.0,3.0,0.0
19318,2018.0,1.0,43.0,1020.0,65.0,11.0,0.0
346531,2019.0,1.0,38.0,1310.0,92.0,4.0,0.0
507406,2019.0,0.0,67.0,1360.0,119.0,7.0,0.0
901574,2018.0,0.0,36.0,1260.0,84.0,0.0,0.0
138053,2019.0,0.0,47.0,970.0,79.0,10.0,0.0
464127,2018.0,1.0,69.0,1430.0,91.0,4.0,0.0
205783,2019.0,1.0,43.0,1210.0,86.0,8.0,0.0
558955,2019.0,1.0,57.0,1010.0,85.0,9.0,0.0
930484,2019.0,1.0,26.0,1090.0,74.0,0.0,1.0
825282,2018.0,1.0,57.0,1550.0,119.0,5.0,0.0
953129,2019.0,1.0,49.0,1580.0,143.0,1.0,0.0
995809,2018.0,1.0,78.0,1080.0,131.0,10.0,0.0
639315,2019.0,0.0,46.0,1260.0,174.0,6.0,0.0
741744,2018.0,1.0,55.0,1130.0,110.0,4.0,0.0
920712,2019.0,1.0,63.0,1860.0,188.0,5.0,0.0
3446,2019.0,1.0,33.0,1400.0,117.0,2.0,0.0
557741,2019.0,1.0,35.0,1680.0,132.0,1.0,0.0
515785,2019.0,0.0,60.0,1430.0,86.0,5.0,0.0
78289,2019.0,1.0,30.0,980.0,53.0,8.0,0.0
250843,2019.0,1.0,66.0,1490.0,79.0,0.0,0.0
55680,2018.0,1.0,48.0,1220.0,86.0,0.0,0.0
435886,2018.0,0.0,50.0,1900.0,251.0,10.0,0.0
312178,2018.0,-0.0,54.0,1030.0,87.0,2.0,0.0
628021,2019.0,1.0,24.0,1510.0,194.0,4.0,0.0
501536,2018.0,1.0,41.0,1230.0,117.0,1.0,0.0
